fid,GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area
"1108",G24051002709022,"24","510","270902","2","245102709022",Block Group 2,G5030,S,314715,0,"+39.3486592","-076.5884331",2285.20769933,314715.873327
"1109",G24051002709023,"24","510","270902","3","245102709023",Block Group 3,G5030,S,281359,0,"+39.3532489","-076.5864601",2163.03182775,281356.710323
"1110",G24051002709031,"24","510","270903","1","245102709031",Block Group 1,G5030,S,616112,0,"+39.3425667","-076.5860053",4268.30702397,616109.225029
"1111",G24051002709032,"24","510","270903","2","245102709032",Block Group 2,G5030,S,312819,0,"+39.3419472","-076.5969269",2243.65735721,312818.374287
"1112",G24051002709033,"24","510","270903","3","245102709033",Block Group 3,G5030,S,160403,0,"+39.3445948","-076.5924955",1672.90800536,160402.370635
"1113",G24051002710011,"24","510","271001","1","245102710011",Block Group 1,G5030,S,175417,0,"+39.3438636","-076.6077761",1809.75932677,175418.140973
"1114",G24051002710012,"24","510","271001","2","245102710012",Block Group 2,G5030,S,202154,0,"+39.3434718","-076.6026516",2247.14804772,202154.783316
"1115",G24051002710013,"24","510","271001","3","245102710013",Block Group 3,G5030,S,127506,0,"+39.3411644","-076.6051361",1929.04894429,127505.782012
"1116",G24051002710021,"24","510","271002","1","245102710021",Block Group 1,G5030,S,374759,0,"+39.3497779","-076.6011463",2831.70944026,374761.023017
"1117",G24051002710022,"24","510","271002","2","245102710022",Block Group 2,G5030,S,87440,0,"+39.3468115","-076.6069378",1341.64068624,87439.4028646
"1118",G24051002710023,"24","510","271002","3","245102710023",Block Group 3,G5030,S,136410,0,"+39.3487861","-076.6066874",1581.10278228,136408.338658
"1119",G24051002710024,"24","510","271002","4","245102710024",Block Group 4,G5030,S,160274,0,"+39.3511669","-076.6064562",1756.31771178,160274.596665
"1120",G24051002710025,"24","510","271002","5","245102710025",Block Group 5,G5030,S,196771,0,"+39.3537358","-076.6061697",1893.02828854,196771.286422
"1121",G24051002711011,"24","510","271101","1","245102711011",Block Group 1,G5030,S,140425,0,"+39.3528960","-076.6129718",1570.18755349,140424.921503
"1122",G24051002711012,"24","510","271101","2","245102711012",Block Group 2,G5030,S,547309,0,"+39.3497337","-076.6192172",3233.30906766,547307.739126
"1123",G24051002711013,"24","510","271101","3","245102711013",Block Group 3,G5030,S,324049,0,"+39.3485980","-076.6128338",2713.75047769,324047.647055
"1124",G24051002711021,"24","510","271102","1","245102711021",Block Group 1,G5030,S,765700,1462,"+39.3461621","-076.6239695",4586.48924735,767161.650987
"1125",G24051002711022,"24","510","271102","2","245102711022",Block Group 2,G5030,S,461925,27756,"+39.3421873","-076.6152816",3148.88911073,489681.495556
"1126",G24051002712001,"24","510","271200","1","245102712001",Block Group 1,G5030,S,340304,0,"+39.3697696","-076.6136291",2716.29232247,340303.922903
"1127",G24051002712002,"24","510","271200","2","245102712002",Block Group 2,G5030,S,444604,0,"+39.3638026","-076.6134820",3224.10127348,444604.496567
"1128",G24051002712003,"24","510","271200","3","245102712003",Block Group 3,G5030,S,395955,0,"+39.3573886","-076.6133006",2549.47486412,395956.289886
"1129",G24051002712004,"24","510","271200","4","245102712004",Block Group 4,G5030,S,828484,933,"+39.3566326","-076.6238252",4459.66618884,829417.265242
"1130",G24051002712005,"24","510","271200","5","245102712005",Block Group 5,G5030,S,577033,0,"+39.3625582","-076.6209643",3305.4892362,577034.837763
"1131",G24051002712006,"24","510","271200","6","245102712006",Block Group 6,G5030,S,1013082,0,"+39.3683545","-076.6252930",5554.5663789,1013082.44886
"1132",G24051002713001,"24","510","271300","1","245102713001",Block Group 1,G5030,S,1588071,3175,"+39.3652765","-076.6413537",5751.83724814,1591249.76066
"1133",G24051002713002,"24","510","271300","2","245102713002",Block Group 2,G5030,S,430092,0,"+39.3577276","-076.6323545",2894.11052141,430091.860036
"1134",G24051002713003,"24","510","271300","3","245102713003",Block Group 3,G5030,S,845207,0,"+39.3579706","-076.6399062",3920.48022525,845206.977926
"1135",G24051002714001,"24","510","271400","1","245102714001",Block Group 1,G5030,S,517809,0,"+39.3467763","-076.6368794",3292.07107989,517811.911119
"1136",G24051002714002,"24","510","271400","2","245102714002",Block Group 2,G5030,S,739381,0,"+39.3500275","-076.6340147",5083.92037433,739378.492468
"1137",G24051002714003,"24","510","271400","3","245102714003",Block Group 3,G5030,S,466620,0,"+39.3418321","-076.6294974",3408.57933101,466621.988857
"1138",G24051002715011,"24","510","271501","1","245102715011",Block Group 1,G5030,S,1014600,18282,"+39.3682117","-076.6578373",5920.29674918,1032882.02987
"1139",G24051002715012,"24","510","271501","2","245102715012",Block Group 2,G5030,S,759221,0,"+39.3609531","-076.6561209",4586.43701074,759221.697587
"1140",G24051002715013,"24","510","271501","3","245102715013",Block Group 3,G5030,S,635888,0,"+39.3625895","-076.6614131",4790.02127147,635886.939826
"1141",G24051002715014,"24","510","271501","4","245102715014",Block Group 4,G5030,S,627030,0,"+39.3625283","-076.6682978",3755.77314728,627030.66477
"1142",G24051002715015,"24","510","271501","5","245102715015",Block Group 5,G5030,S,591601,0,"+39.3692648","-076.6717602",3509.14694358,591600.332247
"1143",G24051002715031,"24","510","271503","1","245102715031",Block Group 1,G5030,S,742762,1671,"+39.3534054","-076.6448877",4930.77383185,744432.48061
"1144",G24051002716001,"24","510","271600","1","245102716001",Block Group 1,G5030,S,182409,0,"+39.3450746","-076.6623381",1838.32007144,182410.621738
"1145",G24051002716002,"24","510","271600","2","245102716002",Block Group 2,G5030,S,105856,0,"+39.3422698","-076.6593463",1389.85957741,105856.860037
"1146",G24051002716003,"24","510","271600","3","245102716003",Block Group 3,G5030,S,106148,0,"+39.3420661","-076.6634612",1551.90613801,106149.070338
"1147",G24051002716004,"24","510","271600","4","245102716004",Block Group 4,G5030,S,206332,0,"+39.3418193","-076.6704762",1998.92292719,206331.617237
"1148",G24051002716005,"24","510","271600","5","245102716005",Block Group 5,G5030,S,120951,0,"+39.3445375","-076.6665860",1787.76234073,120951.898261
"1149",G24051002716006,"24","510","271600","6","245102716006",Block Group 6,G5030,S,128600,0,"+39.3432331","-076.6683079",1933.82808404,128599.402492
"1150",G24051002717001,"24","510","271700","1","245102717001",Block Group 1,G5030,S,332859,0,"+39.3541652","-076.6642413",2959.23753197,332858.308642
"1151",G24051002717002,"24","510","271700","2","245102717002",Block Group 2,G5030,S,643501,0,"+39.3529770","-076.6747315",3426.38889678,643501.302884
"1152",G24051002717003,"24","510","271700","3","245102717003",Block Group 3,G5030,S,273016,0,"+39.3482825","-076.6633251",2565.78539773,273016.46363
"1153",G24051002717004,"24","510","271700","4","245102717004",Block Group 4,G5030,S,230324,0,"+39.3508325","-076.6663302",2211.53569123,230325.54878
"1154",G24051002717005,"24","510","271700","5","245102717005",Block Group 5,G5030,S,144505,0,"+39.3486861","-076.6704751",2020.07813785,144504.89572
"1155",G24051002717006,"24","510","271700","6","245102717006",Block Group 6,G5030,S,109895,0,"+39.3487051","-076.6728651",1387.56010129,109895.27821
"1156",G24051002718011,"24","510","271801","1","245102718011",Block Group 1,G5030,S,208660,0,"+39.3492587","-076.6811035",2160.10563926,208659.579149
"1157",G24051002718012,"24","510","271801","2","245102718012",Block Group 2,G5030,S,145211,0,"+39.3456354","-076.6830297",1669.77024641,145210.514849
"1158",G24051002718013,"24","510","271801","3","245102718013",Block Group 3,G5030,S,204091,0,"+39.3477125","-076.6862007",1847.54569911,204089.578186
"1159",G24051002718021,"24","510","271802","1","245102718021",Block Group 1,G5030,S,108069,0,"+39.3471338","-076.6765278",1335.44263106,108068.532773
"1160",G24051002718022,"24","510","271802","2","245102718022",Block Group 2,G5030,S,130473,0,"+39.3452187","-076.6742186",1480.80272128,130473.153651
"1161",G24051002718023,"24","510","271802","3","245102718023",Block Group 3,G5030,S,101997,0,"+39.3428725","-076.6756348",1456.75566614,101998.10661
"1162",G24051002718024,"24","510","271802","4","245102718024",Block Group 4,G5030,S,189731,0,"+39.3438956","-076.6801084",1792.37012096,189729.724282
"1163",G24051002719001,"24","510","271900","1","245102719001",Block Group 1,G5030,S,383000,0,"+39.3597807","-076.6743122",2651.98097643,383000.488048
"1164",G24051002719002,"24","510","271900","2","245102719002",Block Group 2,G5030,S,244493,0,"+39.3573117","-076.6789848",2003.00731532,244494.344384
"1165",G24051002719003,"24","510","271900","3","245102719003",Block Group 3,G5030,S,315123,0,"+39.3550380","-076.6835039",2223.40454768,315123.867989
"1166",G24051002719004,"24","510","271900","4","245102719004",Block Group 4,G5030,S,236357,0,"+39.3525752","-076.6877461",2046.20469311,236358.066857
"1167",G24051002719005,"24","510","271900","5","245102719005",Block Group 5,G5030,S,220012,0,"+39.3506882","-076.6913674",1954.63510543,220013.864732
"1168",G24051002720031,"24","510","272003","1","245102720031",Block Group 1,G5030,S,322152,0,"+39.3682213","-076.6785710",3051.32962648,322152.148545
"1169",G24051002720032,"24","510","272003","2","245102720032",Block Group 2,G5030,S,323144,0,"+39.3635374","-076.6795342",2805.27849614,323143.455972
"1170",G24051002720033,"24","510","272003","3","245102720033",Block Group 3,G5030,S,351269,0,"+39.3596796","-076.6845202",3297.91794474,351268.831351
"1171",G24051002720034,"24","510","272003","4","245102720034",Block Group 4,G5030,S,664446,0,"+39.3616828","-076.6927056",3535.60641519,664446.087381
"1172",G24051002720035,"24","510","272003","5","245102720035",Block Group 5,G5030,S,273705,0,"+39.3660010","-076.6842683",2574.61021108,273703.453775
"1173",G24051002720041,"24","510","272004","1","245102720041",Block Group 1,G5030,S,207961,0,"+39.3709330","-076.6883469",2477.44520732,207960.57418
"1174",G24051002720042,"24","510","272004","2","245102720042",Block Group 2,G5030,S,500963,0,"+39.3676485","-076.6893339",3950.3305178,500960.77979
"1175",G24051002720051,"24","510","272005","1","245102720051",Block Group 1,G5030,S,290954,0,"+39.3693966","-076.7056949",2885.45797566,290952.454055
"1176",G24051002720052,"24","510","272005","2","245102720052",Block Group 2,G5030,S,278316,0,"+39.3682587","-076.7010504",2703.71064569,278316.184272
"1177",G24051002720053,"24","510","272005","3","245102720053",Block Group 3,G5030,S,358559,0,"+39.3684439","-076.6971681",3355.4196833,358559.698447
"1178",G24051002720061,"24","510","272006","1","245102720061",Block Group 1,G5030,S,384257,0,"+39.3581360","-076.6989062",2679.64362338,384256.393294
"1179",G24051002720062,"24","510","272006","2","245102720062",Block Group 2,G5030,S,352517,0,"+39.3550224","-076.6939459",2516.63878839,352515.980622
"1180",G24051002720071,"24","510","272007","1","245102720071",Block Group 1,G5030,S,406211,0,"+39.3640589","-076.7068917",2500.4042283,406213.595682
"1181",G24051002720072,"24","510","272007","2","245102720072",Block Group 2,G5030,S,237540,0,"+39.3600865","-076.7035344",2459.02664223,237539.966154
"1182",G24051002720073,"24","510","272007","3","245102720073",Block Group 3,G5030,S,158549,0,"+39.3681777","-076.7098797",1944.63884462,158548.68343
"1183",G24051002801011,"24","510","280101","1","245102801011",Block Group 1,G5030,S,142490,0,"+39.3595836","-076.7098287",1795.71891266,142490.607206
"1184",G24051002801012,"24","510","280101","2","245102801012",Block Group 2,G5030,S,917711,0,"+39.3531805","-076.7032269",5217.42801301,917710.308114
"1185",G24051002801013,"24","510","280101","3","245102801013",Block Group 3,G5030,S,348115,0,"+39.3442772","-076.6868278",3796.6358751,348116.361641
"1186",G24051002801021,"24","510","280102","1","245102801021",Block Group 1,G5030,S,1661698,0,"+39.3450872","-076.7044844",5918.11449366,1661700.67153
"1187",G24051002801022,"24","510","280102","2","245102801022",Block Group 2,G5030,S,337712,0,"+39.3368221","-076.6925295",2448.71604825,337713.751778
"1188",G24051002801023,"24","510","280102","3","245102801023",Block Group 3,G5030,S,350727,0,"+39.3328065","-076.6944702",2903.83428309,350724.681208
"1189",G24051002801024,"24","510","280102","4","245102801024",Block Group 4,G5030,S,394985,0,"+39.3363684","-076.7030458",2564.940761,394985.089126
"1190",G24051002801025,"24","510","280102","5","245102801025",Block Group 5,G5030,S,421931,0,"+39.3400647","-076.6983809",2734.29621509,421930.869807
"1191",G24051002801026,"24","510","280102","6","245102801026",Block Group 6,G5030,S,331634,0,"+39.3421335","-076.6902971",2905.25117186,331632.365581
"1192",G24051002802001,"24","510","280200","1","245102802001",Block Group 1,G5030,S,374280,0,"+39.3273427","-076.6919414",2534.64692549,374278.940681
"1193",G24051002802002,"24","510","280200","2","245102802002",Block Group 2,G5030,S,896046,0,"+39.3239299","-076.7013155",5182.19671696,896047.576456
"1194",G24051002802003,"24","510","280200","3","245102802003",Block Group 3,G5030,S,188253,0,"+39.3264578","-076.7084496",2578.75768829,188251.42562
"1195",G24051002802004,"24","510","280200","4","245102802004",Block Group 4,G5030,S,364283,0,"+39.3319089","-076.7090301",2862.15700108,364279.58939
"1196",G24051002802005,"24","510","280200","5","245102802005",Block Group 5,G5030,S,282156,0,"+39.3299641","-076.7039338",2694.96664626,282154.931162
"1197",G24051002802006,"24","510","280200","6","245102802006",Block Group 6,G5030,S,308222,0,"+39.3305425","-076.6991639",2482.71032025,308220.472735
"1198",G24051002803011,"24","510","280301","1","245102803011",Block Group 1,G5030,S,1380277,0,"+39.3055470","-076.7006194",6226.50871269,1380276.91246
"1199",G24051002803012,"24","510","280301","2","245102803012",Block Group 2,G5030,S,758090,7610,"+39.3169499","-076.7077410",4689.89976151,765699.889661
"1200",G24051002803013,"24","510","280301","3","245102803013",Block Group 3,G5030,S,1090189,0,"+39.3126252","-076.6983612",6175.19021364,1090189.04102
"1201",G24051002803021,"24","510","280302","1","245102803021",Block Group 1,G5030,S,284958,0,"+39.3207322","-076.6940002",2489.34011015,284959.578268
"1202",G24051002803022,"24","510","280302","2","245102803022",Block Group 2,G5030,S,671061,12640,"+39.3166683","-076.6953197",5571.90982862,683700.246186
"1203",G24051002804011,"24","510","280401","1","245102804011",Block Group 1,G5030,S,802419,0,"+39.2992860","-076.7018393",6348.63930469,802418.812423
"1204",G24051002804012,"24","510","280401","2","245102804012",Block Group 2,G5030,S,346150,0,"+39.2952793","-076.6967025",3456.57877092,346149.591186
"1205",G24051002804013,"24","510","280401","3","245102804013",Block Group 3,G5030,S,190053,0,"+39.2937044","-076.7034889",1967.21256144,190052.806362
"1206",G24051002804014,"24","510","280401","4","245102804014",Block Group 4,G5030,S,214700,0,"+39.2944602","-076.7088965",2016.38364288,214698.372611
"1207",G24051002804015,"24","510","280401","5","245102804015",Block Group 5,G5030,S,92312,0,"+39.2971219","-076.7080636",1732.17770517,92311.1581499
"1208",G24051002804021,"24","510","280402","1","245102804021",Block Group 1,G5030,S,144885,0,"+39.2954354","-076.6887402",1800.58225504,144886.504717
"1209",G24051002804022,"24","510","280402","2","245102804022",Block Group 2,G5030,S,416827,0,"+39.3005440","-076.6909397",3362.73783748,416827.501237
"1210",G24051002804031,"24","510","280403","1","245102804031",Block Group 1,G5030,S,91120,0,"+39.2832258","-076.6944938",1298.18170189,91119.4707181
"1211",G24051002804032,"24","510","280403","2","245102804032",Block Group 2,G5030,S,638700,0,"+39.2843540","-076.7013055",4410.57543221,638699.689816
"1212",G24051002804033,"24","510","280403","3","245102804033",Block Group 3,G5030,S,404200,0,"+39.2831329","-076.7089323",3177.65391408,404197.673636
"1213",G24051002804034,"24","510","280403","4","245102804034",Block Group 4,G5030,S,300341,0,"+39.2895735","-076.7073059",2965.4544508,300340.960122
"1214",G24051002804035,"24","510","280403","5","245102804035",Block Group 5,G5030,S,396989,0,"+39.2894565","-076.6999421",4047.51958727,396988.689583
"1215",G24051002804041,"24","510","280404","1","245102804041",Block Group 1,G5030,S,427089,0,"+39.2849937","-076.6901736",2991.63959756,427089.80852
